study_id,public_record_file,public_record_sha256,public_record_bytes,original_frozen_record_file,original_frozen_record_sha256,original_frozen_record_bytes,source_pdf_file_label,source_pdf_sha256,source_pdf_page_count
S051,S051__intelligent-decision-support-for-tunnel-fire-incidents-integrating-dynamic-knowledge-graph-w.json,9a0cdc640afdff0e560af80c351db76c7a1011bc6eeddd566bdec90971a566d8,7860,S051__intelligent-decision-support-for-tunnel-fire-incidents-integrating-dynamic-knowledge-graph-w.json,a446f34d43e3a0a25dd6251078d48b542944c30f22025e72d3dee5d5a8a191a6,7199,Lin et al. - 2026 - Intelligent decision support for tunnel fire incidents integrating dynamic knowledge graph with lar.pdf,06e9a66d37765ca6b2cda897d39b2ee09c7b1366c50d84d34ca4da9cd6fe7938,17
S052,S052__geospatial-question-answering-on-historical-maps-using-spatio-temporal-knowledge-graphs-and-.json,7fdbdd990d14b6802fb8d7999d8e11b6c145b23a8446086989fd82666e2ba4b3,7193,S052__geospatial-question-answering-on-historical-maps-using-spatio-temporal-knowledge-graphs-and-.json,0a7e6b5aff809c11dc25ead057f20c20be86fd13f5da91dfdd374a70ad16f439,6282,Liu et al. - 2025 - Geospatial question answering on historical maps using spatio-temporal knowledge graphs and large la.pdf,091bf097a0378641df40ab33aea2bae014bc303c28b36ad120b69f54adbe71e3,4
S053,S053__enhancing-clinical-note-generation-with-icd-10-clinical-ontology-knowledge-graphs-and-chain-.json,fd318dcd34ef1bd1c16592b9c6471158fa8d84c091568ca0eef99b94b1b7dd01,7772,S053__enhancing-clinical-note-generation-with-icd-10-clinical-ontology-knowledge-graphs-and-chain-.json,8b58313be6e03870dad9b75572bae55c470bf4c9c7118b1a9bc0b3eb89bd2fa6,7348,"Makohon et al. - 2025 - Enhancing clinical note generation with ICD-10, clinical ontology knowledge graphs, and chain-of-tho.pdf",e8f6811e5dd1f74cb2a08989a84a72eea01735893942865836e96b9135230e1d,32
S055,S055__enhancing-vector-based-retrieval-augmented-generation-with-contextual-knowledge-graph-constr.json,0f8dbb8d2a630e0538b2c3a02466555f5d10dd29a780e5ad7bed5a1216864236,7672,S055__enhancing-vector-based-retrieval-augmented-generation-with-contextual-knowledge-graph-constr.json,0cc52ed88d50ba77ce2f288a359040a5940f42a1017f76f25be206b87a5b6d53,7344,Mankari and Sanghavi - 2024 - Enhancing vector based retrieval augmented generation with contextual knowledge graph construction.pdf,a0636a38bda0febe7bc0adc4a990e0dc3dc0bdd8ac5c16f630d93bb0af6802ab,6
S056,S056__enhancing-manufacturing-knowledge-access-with-llms-and-context-aware-prompting.json,9d3f310e253c4a52836ea7903ca2cdcb5dcccd9fe58f86719e23ed8b19099808,6540,S056__enhancing-manufacturing-knowledge-access-with-llms-and-context-aware-prompting.json,594da9561f056c98bc7daf8a511975f2a6c364883c0373702d6455aa5bcaadff,5921,Monka et al. - 2024 - Enhancing manufacturing knowledge access with LLMs and context-aware prompting.pdf,dd17198aeb7e6f81e95f6cf24ced986bf5751211267199e617eda81e980560aa,8
S057,S057__retrieval-augmented-generation-of-ontologies-from-relational-databases.json,a37bd379bf9cdc7f280c2187b8ba8cb2ccf96c2c08feb6ed5103a80a93bcc9b9,8013,S057__retrieval-augmented-generation-of-ontologies-from-relational-databases.json,8477832025b882ef536da96ef8bce0f309de1974582aa6411a0e9ca011444d1d,7292,Nayyeri et al. - 2025 - Retrieval-augmented generation of ontologies from relational databases.pdf,d0931c74d41404e23863eeed9c929374ada300239b03d221f4dd64aeaa2b747e,25
S058,S058__formal-knowledge-augmented-language-models-for-explainable-and-robust-reasoning.json,2e6de6533445389c7761e103d250f7fe5fa139c487a576f2f2e950c31560951e,8763,S058__formal-knowledge-augmented-language-models-for-explainable-and-robust-reasoning.json,3093ff879cd59b22bb3e46248d476853e922487b4d7d16c059a9e8e09db70acd,7676,Nguyen et al. - 2025 - Formal knowledge augmented language models for explainable and robust reasoning.pdf,ac41735b61a07b8ec92f30f2b0d185f2b5b68cfc433f63c42dea57912870721b,15
S059,S059__automatic-ontology-construction-using-llms-as-an-external-layer-of-memory-verification-and-p.json,883663eb6cfb894d34944cbf9a7736589003df41fb5ebaefd88347efdec3d2bd,9094,S059__automatic-ontology-construction-using-llms-as-an-external-layer-of-memory-verification-and-p.json,a121f2aad5a1fc357aa9f54baf770f6dd6bade5537c4bd3e6856ee454a2b2150,9191,Pavel - 2026 - Automatic ontology construction using LLMs as an external layer of memory.pdf,a14c1b18d96234c39bbae0973470014f717ccf061ba7e0badb16e3c05032d69e,16
S060,S060__large-language-models-and-knowledge-graphs-synergistically-enhancing-personalized-learning.json,3b700ca7fbf5ca874d6d6eea74151705b34c82059f32c70c07cbb336bc84cfba,7198,S060__large-language-models-and-knowledge-graphs-synergistically-enhancing-personalized-learning.json,ad8aa5810024b9ebeb556a367efad8d7be2408f65b63353d9ba8dc87cde6a350,6331,Peng et al. - 2025 - Large language models and knowledge graphs synergistically enhancing personalized learning.pdf,a21cf350c95570d89441afc485d463e10635bd70f0a52109764aace113c1ef3c,5
S061,S061__a-hybrid-semantic-question-answering-system-for-the-history-of-sumedang-larang-integrating-r.json,ab602f0402f350f69b3bba0db4fd6aeed5e540742c08ad9fbf21a3e513286685,7424,S061__a-hybrid-semantic-question-answering-system-for-the-history-of-sumedang-larang-integrating-r.json,8f571a8fa579acb0714a3875f990ed7152fee4a67c609c45b941d2ab70976e61,6829,Rahman et al. - 2025 - A hybrid semantic question answering system for the history of sumedang larang integrating retrieva.pdf,4a1980aa9986d2c5d454a4fdd0844bda04e4fbba864100f20f02467c196c2c01,6
S062,S062__evorecipes-a-generative-approach-for-evolving-context-aware-recipes.json,d0052bf299b2f5854c71365fd8fb545007db95b5632a2dde5cc9661b34cee1cf,7129,S062__evorecipes-a-generative-approach-for-evolving-context-aware-recipes.json,eb9941f986a0233fb20cae3dfa1c21b07972718f73c8251528cfbcab0db56ba4,6463,Razzaq et al. - 2023 - EvoRecipes a generative approach for evolving context-aware recipes.pdf,8fabfca94c19c206629641d1af1b283c9a78d7b143a42ec0fc5e8de7cf044e7a,17
S063,S063__ensemble-learning-with-rag-model-to-reduce-redundant-question-topics-in-auto-generated-exam-.json,404dd3068fbb2a7af502e93c7fb9913e0af0da184205e50ea28ef5c17697a073,7585,S063__ensemble-learning-with-rag-model-to-reduce-redundant-question-topics-in-auto-generated-exam-.json,33037d7ee2b1f67d83df8c808d1b50847ddf137cccb35aef338824cdf18db34b,7186,Sairaj and Balasundaram - 2025 - Ensemble learning with RAG model to reduce redundant question topics in auto-generated exam question.pdf,fc19bebe29117260fc30597ee634a7a046a8938dfcb62a187cdf4332bbfa2040,17
S064,S064__accelerating-manufacturing-scale-up-from-material-discovery-using-agentic-web-navigation-and.json,27577199f5ce40fbf3ebacce961fd8c7aae1d9ac30fcf17dc13f65f9804fd403,7873,S064__accelerating-manufacturing-scale-up-from-material-discovery-using-agentic-web-navigation-and.json,331e9e6a59d19a9815d9d2a2b1d31accec7d3684f47b85afe8f903fddb02333a,7584,Sakhinana et al. - 2025 - Accelerating manufacturing scale-up from material discovery using agentic web navigation and retriev.pdf,cd438e619bb1ce7c46d8975d4ed8b6a8facab646e26b1b950001b6190e11f522,36
S065,S065__document-level-relation-extraction-with-ontology-guided-rag.json,4b75c0a7c03c81bf66326e065210292e35026e54fc2b146ba159bcf3e3d8ef54,7389,S065__document-level-relation-extraction-with-ontology-guided-rag.json,8b4a3952029a0f4bd92471b775623ca0d1b02c597876ead3ed54e1fd58a295ff,7409,Schmidt et al. - 2025 - Document-level relation extraction with ontology-guided RAG.pdf,dabb18560a8e82ad2f13369de93f0be31d886c38f1a74d3640b6fde36306ba88,9
S066,S066__enhancing-retrieval-augmented-generation-for-interoperable-industrial-knowledge-representati.json,8f7ad53ba6c545c6fb171cd77c5a58c4aea4044be7aca27ff1f90c5cd79f9e9d,7757,S066__enhancing-retrieval-augmented-generation-for-interoperable-industrial-knowledge-representati.json,30229d5c4125915ca48ae561d4a6fb494588092cee6d14b17af78a3691f3cb67,7298,Shi et al. - 2025 - Enhancing retrieval-augmented generation for interoperable industrial knowledge representation and i.pdf,8ed99fb7581856f1e4bd12bce43a3858dbd13030abc7cc2f8a164aecb5e435b4,16
S067,S067__leveraging-graph-rag-for-enhanced-diagnostic-and-treatment-strategies-in-dentistry.json,a83af0ee730f8d3622ae5625d2c09ed7f4be217393c42b883806f704cf8abebd,7789,S067__leveraging-graph-rag-for-enhanced-diagnostic-and-treatment-strategies-in-dentistry.json,4d277a31e4b24a3395490e3fd3248c23cea7b0021d3bd6709325afd64fe0ffc9,6913,Sophaken et al. - 2024 - Leveraging graph-RAG for enhanced diagnostic and treatment strategies in dentistry.pdf,0568e7d075d2bfd94b06c34e41c9837c75dbf309dce38ae34797a52ade356aa3,6
S068,S068__agentic-system-for-construction-safety-risk-assessments-using-large-language-models-and-know.json,16efff22f0f8007ed0cc3b92f0755b3d77f0094685809ff338d256318410c2d6,7927,S068__agentic-system-for-construction-safety-risk-assessments-using-large-language-models-and-know.json,d0400bc8a8a53556d83fcabf6192bbda1cf61230f46225f6e444901f48634eb9,7216,Speiser et al. - 2026 - Agentic system for construction safety risk assessments using large language models and knowledge gr.pdf,b761560637c865e951543f9889f1c802e5afa8c8cdfc57276a62048888768354,22
S069,S069__an-innovative-approach-to-the-semantic-integration-of-construction-and-sustainability-inform.json,c8bff9652c1340479a3b44ab056b16f1f074cdfeb0b63e985c38f0f7ee657a5a,7206,S069__an-innovative-approach-to-the-semantic-integration-of-construction-and-sustainability-inform.json,36be283e4c93ea8eadad0d81b585b7b598c7f4e4d30d44a4e38129bab974312c,6402,Stellmacher et al. - 2025 - An innovative approach to the semantic integration of construction and sustainability information us.pdf,d92dd0a15da7e4e3eb2c202a8efc5e2e1e5f497ca0ebffbc99db9d9b4ea78f80,6
S070,S070__knowledgehub-an-end-to-end-tool-for-assisted-scientific-discovery.json,edfd038be1f94d591804ac9580dab2dd5e2c0a1100dc2a2b01d43484679ca612,6341,S070__knowledgehub-an-end-to-end-tool-for-assisted-scientific-discovery.json,be030b3d8e1aca999c420b5cb4a1b3db4d5e8689112312ea827b00c0c08f3c17,5493,Tanaka et al. - 2024 - KnowledgeHub an end-to-end tool for assisted scientific discovery.pdf,eec5e1e3aadcd8a970f310562d3a80212519ff5184e10fc56a3ada4562b02736,5
S071,S071__the-construction-and-application-practice-of-course-knowledge-graph-in-educational-digitaliz.json,4ce2ad40abd69184c9a6a4e444329d0797ccce503b252e5f2bc71ccc157088eb,7092,S071__the-construction-and-application-practice-of-course-knowledge-graph-in-educational-digitaliz.json,63547dbc5419d3029a15ed9ca2e9feb4738bbf3814bbe08c4c50d964200c5e85,6675,Tian - 2025 - The construction and application practice of course knowledge graph in educational digitalization.pdf,61daed6fe5dd1fa3aae27ef5aed393c9a50a6479c0253b40ea4ce204bb7ed2a5,4
S072,S072__ontorag-enhancing-question-answering-through-automated-ontology-derivation-from-unstructured.json,0fcdbbb55fb69325429f3194db76a5f3236a27ff30d13ded22920267d128a7df,7343,S072__ontorag-enhancing-question-answering-through-automated-ontology-derivation-from-unstructured.json,d2370cac3e8fdefe9d3682b54e2482e3c250d0f9ca3b32da8f644d8adf8d9ab3,6522,Tiwari et al. - 2025 - OntoRAG enhancing question-answering through automated ontology derivation from unstructured knowle.pdf,cc4af8dc38677e8c3b9881919958d753242fcfa728931c1044aa59324fdb8c9a,8
S073,S073__prompting-large-language-models-based-on-semantic-schema-for-text-to-cypher-transformation-t.json,9a53b5f3c99587c3f856b34747b6e99f37da07898d70521307df630dcc489a88,7017,S073__prompting-large-language-models-based-on-semantic-schema-for-text-to-cypher-transformation-t.json,124af654a8de99ab821e90dc401784f5d2ac922782a59052a7d623709a51a504,6246,Wan et al. - 2025 - Prompting large language models based on semantic schema for text-to-cypher transformation towards d.pdf,3f54d8ac717d205a5d8cb3154efe23a1693287d89e1d971926eb026f14aae4ec,14
S074,S074__retrieval-augmented-question-answering-system-based-on-large-language-models-and-knowledge-g.json,92018813d742ebc3ac35848600efbe7f957398558a5c62618be546dd82f5dfcc,7859,S074__retrieval-augmented-question-answering-system-based-on-large-language-models-and-knowledge-g.json,c92ea6577049f43461ddf94af3e3058d1b1edfa5dff7e2c9ec15f3afa006a5b6,7652,Wang - 2025 - Retrieval-augmented question answering system based on large language models and knowledge graphs.pdf,14b7cbe976acec0483425bf5119db006ae4cb576b9f8d623d2195bb8f63589e3,10
S075,S075__automated-construction-of-medical-indicator-knowledge-graphs-using-retrieval-augmented-large.json,c28eddfbc64362e97850d43668b74b16442e41eabb25692e615db1cd55fef80b,6670,S075__automated-construction-of-medical-indicator-knowledge-graphs-using-retrieval-augmented-large.json,f9d3b70e8bc7c7f35469fbb79b67c2b01e728b161f658c385b78dc71256fe457,6144,Wang et al. - 2025 - Automated construction of medical indicator knowledge graphs using retrieval augmented large languag.pdf,6b449a1e0c34de37196e25b13b5337ccf17f7555eebb6f3df24ac77b2c7fd36e,5
S076,S076__llm-driven-multimodal-knowledge-graph-construction-for-industrial-process-with-prompt-optimi.json,4e5732c6d46c74fe12714738b418714b0788510da3ed4e18d559a1af1e84ec8b,6818,S076__llm-driven-multimodal-knowledge-graph-construction-for-industrial-process-with-prompt-optimi.json,73b5dd124f5b46aa6593317b8336c1455fb52d134a0d0b0dd730690cefaff0b4,6397,Xie et al. - 2026 - LLM-driven multimodal knowledge graph construction for industrial process with prompt optimization a.pdf,95645ab5f2dea3d74e729080edeb5ab9311a12c5aeaf397d09ba1a5f55235656,14
S077,S077__chattf-a-knowledge-graph-enhanced-intelligent-qa-system-for-mitigating-factuality-hallucinat.json,4ff1f83ef1378cf7f02fb2bd150c6c0d4a12daacc712e99417e5be678dfda85f,7064,S077__chattf-a-knowledge-graph-enhanced-intelligent-qa-system-for-mitigating-factuality-hallucinat.json,de5f2fbbc93392709673d32bb09cb75c7c2fa14b2ce00d1d66e0b0d849f10cf5,6224,Xu et al. - 2024 - ChatTf a knowledge graph-enhanced intelligent Q&a system for mitigating factuality hallucinations i.pdf,5fc2414ed7f59327a4b1f66da4a371e384be3af8c79232d53cdc8dd7ca0866f3,13
S078,S078__multi-agent-osint-architecture-with-graph-rag-integration-and-hierarchical-bloom-filter-dedu.json,8f6997efbd7458729f27974375ec021decb57a23002ec4a571802c9d58e9c2c1,7972,S078__multi-agent-osint-architecture-with-graph-rag-integration-and-hierarchical-bloom-filter-dedu.json,db8eeba4a5afbea92e9520569cdb79a53631daf57169131eed5c2b96bb4943ad,7112,Yurtalan and Arslan - 2025 - Multi-agent OSINT architecture with graph RAG integration and hierarchical bloom-filter deduplicatio.pdf,eb01a0dc5c61e5bb8b38c7f0fd10f893b968fcdf5b9e1ec2c885946a8536390a,6
S079,S079__automatic-construction-of-oilseed-rape-knowledge-graph-based-on-large-language-models.json,57eaca4c79018a30372f1d91a562a1355ba2154782d952e5401693e5dc0ef873,7175,S079__automatic-construction-of-oilseed-rape-knowledge-graph-based-on-large-language-models.json,74b9060b4953551006b602f4ac0b1f6c2e8003462f0a0a85e45d58cfccee351d,6582,Zhang et al. - 2025 - Automatic construction of oilseed rape knowledge graph based on large language models.pdf,afed54c8a9aa0e9ebe07adc5909e20de9fb86bbc40e1ab08e128525e6aa5a788,4
S080,S080__a-knowledge-graph-and-large-language-model-framework-for-customized-manufacturing-a-case-stu.json,430991dec5a2302cf4411cda3c97b45f68db152c43b949db0ba2e9ab7cda3ecc,8345,S080__a-knowledge-graph-and-large-language-model-framework-for-customized-manufacturing-a-case-stu.json,18e1408ee9386fbf8149b72c8dec287c05de656389a97bf7165fb902280a7b98,7671,Zhang et al. - 2026 - A knowledge graph and large language model framework for customized manufacturing a case study in f.pdf,fb15f70bb72814ad2f2485875c2b6b34d8c1dc9affe86e7a71b0c4de953ec8dd,26
S081,S081__chemical-process-safety-domain-knowledge-graph-enhanced-llm-for-efficient-emergency-response.json,85f7ce0cfad90470bc0f50d414acab679fd82d4928321e6a5f65e98a7de42547,7831,S081__chemical-process-safety-domain-knowledge-graph-enhanced-llm-for-efficient-emergency-response.json,10e1d71f6998c07adc92f18b7142737a95189235174420d41581656a66d784b7,7250,Zheng et al. - 2025 - Chemical process safety domain knowledge graph-enhanced LLM.pdf,0d4f5a83bef1629c89227ffce9997090d047a120409e3cceb5e158df2ec04c59,30
S082,S082__construction-of-a-multimodal-knowledge-graph-for-power-grid-construction-safety-based-on-lar.json,49220104618e175113397b80185c621332fd1c829759fa37472c45320e8bc898,7503,S082__construction-of-a-multimodal-knowledge-graph-for-power-grid-construction-safety-based-on-lar.json,78ea8d59fab7c69a29db9e44261323fd155735143ca0ff34666dbc98732e7462,6662,Zhou et al. - 2024 - Construction of a multimodal knowledge graph for power grid construction safety based on large langu.pdf,acd1ea001c3074a1edde29da3ce06918a9084e3cc2054aabfebfd2c33e3dabae,8
S083,S083__a-comprehensive-framework-for-legal-dispute-analysis-integrating-prompt-engineering-and-mult.json,39b92ae439401b5c6c2cc14eeb1f035b03dee0d550a0447cdb129f2b164fd270,8479,S083__a-comprehensive-framework-for-legal-dispute-analysis-integrating-prompt-engineering-and-mult.json,dc4199748581d547d7d234a40526dbec9fe81737e29b8441cc18367b3d92270b,8339,Zhang et al. - 2025 - A comprehensive framework for legal dispute analysis integrating prompt engineering and multi-dimens.pdf,c3bdbf4b505b6a7b4e7789252bf66e0cdb127fbba01b2f99b6ccb04d311d1eb7,30
S084,S084__acukg-a-comprehensive-knowledge-graph-for-medical-acupuncture.json,acc0d3f237b0f64523dc4f298573a7b18680552e7aedd0482d5b6879b37d663e,6896,S084__acukg-a-comprehensive-knowledge-graph-for-medical-acupuncture.json,c396147e0fb9ceb8b1ce769cfe51546f9ca638cea0476838aadd015648f3eda6,6211,Li et al. - 2026 - AcuKG a comprehensive knowledge graph for medical acupuncture.pdf,47512d391d57de5c973096017ac6ae827cf1f09efa13d877761282f9d8831896,28
S085,S085__claim-knowledge-graph-construction-and-graphrag-based-question-answering-system.json,ad458870bbeec25d5138d908511b99a0036b4f89158be09af8279b71f696629c,8487,S085__claim-knowledge-graph-construction-and-graphrag-based-question-answering-system.json,0cadbdd9e7e7a52b00441bdd4e95d325556bd6d0cb7e353cce9051e1d4211f44,7832,Wang and Fang - 2026 - Claim knowledge graph construction and GraphRAG-based question-answering system.pdf,77959a593306a27cc5c96bb26d5b4fd8c9771d9e6b3814bb0dbc66c202b5885e,20
S086,S086__cti-thinker-an-llm-driven-system-for-cti-knowledge-graph-construction-and-attack-reasoning.json,4f364ec2e851929c0359b1a55218121ab1a57bcfcfedf9b4debc183a0dc26511,8581,S086__cti-thinker-an-llm-driven-system-for-cti-knowledge-graph-construction-and-attack-reasoning.json,8bf4e6fe6ec75e806fe3408def5f67177b3c6da2d8287dbf181c14ff496d280f,8107,Yang et al. - 2026 - CTI-thinker an LLM-driven system for CTI knowledge graph construction and attack reasoning.pdf,e0c06f6bdc1c664bf95ee9f5e326fd7f07bf579fc1b80272636d688b7b0a4bfe,29
S087,S087__domain-specific-ontology-construction-and-llms-finetuning-for-procurement-knowledge.json,8dbcb04a332621d22f029b83a9854750a0c79cae93a51c31a24e92e8ad43be1e,5982,S087__domain-specific-ontology-construction-and-llms-finetuning-for-procurement-knowledge.json,d4cbad2ac6490839376a65f0526004070af56fce53043366064457305552dc28,5491,Shevchuk et al. - 2026 - Domain-specific ontology construction and LLMs fine-tuning for procurement knowledge.pdf,e9d002a1326e6ce18e6b9858d6680f10e9e82663df5a697250e47ad0ff6b9583,26
S088,S088__explainable-artificial-intelligence-framework-for-predicting-treatment-outcomes-in-age-relat.json,e581c978509232595f09aa1666439d03beaead9713dcb566efef372f85f7f92a,7650,S088__explainable-artificial-intelligence-framework-for-predicting-treatment-outcomes-in-age-relat.json,37726fdbf365322f94939ef6f1cb21cebc0294413b4054a59a02e0b8241fdae0,7393,Wang - 2025 - Explainable artificial intelligence framework for predicting treatment outcomes in age-related macul.pdf,c4fa5e0d16199ad66418eff3339b2686f4eedef95d1acda5c48199dbec03715c,35
S089,S089__forpkg-a-framework-for-constructing-forestry-policy-knowledge-graph-and-application-analysis.json,2dc58488b763395e8d51b20c0c1d5f7c324cac6946e41fea018f6c48c8bb81ac,7534,S089__forpkg-a-framework-for-constructing-forestry-policy-knowledge-graph-and-application-analysis.json,9ef359f977ce22fa25c5e7e88f2dca98fded0e86ac9218f40fa547498b5cbe86,6912,Sun and Luo - 2025 - ForPKG a framework for constructing forestry policy knowledge graph and application analysis.pdf,cb887bf17fe9c47fb3837ebb2383f5993f7c9a2b95a31bccb0b71e7693952153,8
S090,S090__from-knowledge-graph-construction-to-retrieval-augmented-generation-a-framework-for-comprehe.json,5939457b68f793adeac0dab574002169a8591fcd926619c853a25e8f39dee866,8435,S090__from-knowledge-graph-construction-to-retrieval-augmented-generation-a-framework-for-comprehe.json,13e0273c02af9ede8f9b57974d7eda3e6038033efd129176a888712261f00547,8168,Yao et al. - 2026 - From knowledge graph construction to retrieval-augmented generation a framework for comprehensive e.pdf,58ae29af715c8105d0d3076e44c4dfbeff244813a66912d646278b93e6a22df0,22
S091,S091__from-questions-to-insights-how-domain-specific-semantics-boost-llm-access-to-touristic-real-.json,1038ed7d0257bd2e06fc4e05cfb42dc8103d52ea2e549e0fabc377c13a6c4ffa,7999,S091__from-questions-to-insights-how-domain-specific-semantics-boost-llm-access-to-touristic-real-.json,5828078e0e6a69c3a5b46256b470f7997496cbcb053ea523c32969b18c3aef8a,7256,Neubig et al. - 2026 - From questions to insights how domain-specific semantics boost LLM access to touristic real-time oc.pdf,d0927d20f4d410deeeda5f30f78e65babc5d159e25c5a35da3d1e79f89bf310d,29
S092,S092__fusing-geoscience-large-language-models-and-lightweight-rag-for-enhanced-geological-question.json,6ca2eef30fa7e41a8be9b8e77c7f8f1a5b6ec00ee29423fcaf0726a77a91ee9a,8172,S092__fusing-geoscience-large-language-models-and-lightweight-rag-for-enhanced-geological-question.json,17f42d81ad03aa5ead27d74a0c596c29adbb452a38f1e051ef19e906ac00376b,7264,Zhou and Li - 2025 - Fusing geoscience large language models and lightweight RAG for enhanced geological question answeri.pdf,fef9a64e60ef33b911d8d6ae97afd2a987fd8a0163294f0ea83abf0fce9cb44d,18
S093,S093__graph-rag-enhanced-retrieval-and-multi-agent-collaborative-method-for-intelligent-nuclear-po.json,f2c556b94ada06eb7a90132f0372402f9e54b92f4c13918fd08513d609554ce9,7751,S093__graph-rag-enhanced-retrieval-and-multi-agent-collaborative-method-for-intelligent-nuclear-po.json,3c62d2fd480e3423e99b69ba04c3581ff21883c8cdc3e54a5eb35e932ff14861,7142,Zhang et al. - 2025 - Graph-rag enhanced retrieval and multi-agent collaborative method for intelligent nuclear power elec.pdf,8fb22ca03f7dd4cb98eda75d5f2049f8410a13c49eb486d46d8f5269da671864,14
S094,S094__heal-kggen-a-hierarchical-multi-agent-llm-framework-with-knowledge-graph-enhancement-for-gen.json,0e8ec6445252ff233b62f202e0cda9f98a2a2dcab5f0bb40d259f009256ac67a,7722,S094__heal-kggen-a-hierarchical-multi-agent-llm-framework-with-knowledge-graph-enhancement-for-gen.json,a26bd7ae8584a12eb141c166399601eeb8ba892c5508d906189d416defd01599,7185,Zuo et al. - 2025 - HEAL-KGGen a hierarchical multi-agent LLM framework with knowledge graph enhancement for genetic bi.pdf,be7508002cb2efdee705a62c506e316556dfce462b13708607281e0585781106,21
S095,S095__integrating-ai-powered-knowledge-graphs-and-nlp-for-intelligent-interpretation-summarization.json,4eef06a7b083c257a00556d7c47f8ae267500789c5275c27851d7af21029fcef,7773,S095__integrating-ai-powered-knowledge-graphs-and-nlp-for-intelligent-interpretation-summarization.json,25928a502c99381b024fbf6f915acb64d654a5d2dd241aedca7f5a47d6fd7ebe,7040,"Oriyomi Badmus et al. - 2025 - Integrating AI-powered knowledge graphs and NLP for intelligent interpretation, summarization, and c.pdf",b050d3a609f5c02fe3ff43c4572cf78b2c63aa489a07c908abef4c8b320cdf14,21
S096,S096__integrating-graph-retrieval-augmented-generation-into-prescriptive-recommender-systems.json,be84194fbb532b7ea6fd6adf3cc40adb8f61244ea6a98e45253276dc7ba16961,8052,S096__integrating-graph-retrieval-augmented-generation-into-prescriptive-recommender-systems.json,9b3837244abe99714abb1a6af5355124c71512d1d1a15a6ca27c554abd8af17f,7176,Niederhaus et al. - 2025 - Integrating graph retrieval-augmented generation into prescriptive recommender systems.pdf,4a0d4ae5f366998b5d6f9ace001252d48ea2538d032ad931dad39cece530eaf7,24
S097,S097__intelligent-identification-and-decision-support-system-for-tbm-construction-risk-synergistic.json,fc95166fc8952c39e1cbd67e8604edc0218b7261833970e6322d2824e2d1499d,7612,S097__intelligent-identification-and-decision-support-system-for-tbm-construction-risk-synergistic.json,85606c794b22ef941b1ec3878f29b2d4c3fa6d6b9891d7e13ff21b63bb773a83,7140,Li and Bo - 2026 - INTELLIGENT IDENTIFICATION AND DECISION SUPPORT SYSTEM FOR TBM CONSTRUCTION RISK SYNERGISTICALLY DRI.pdf,bf9939fdf3f50f15c8012257343b1f33baed66655c03081351f08aadf3cd4f73,18
S098,S098__kgagent4cti-unlocking-the-power-of-llm-in-threat-intelligence.json,739aab6a68db1f4a509ed7ea9c2227f5868e544e94093c3becc8e36d387fad71,6709,S098__kgagent4cti-unlocking-the-power-of-llm-in-threat-intelligence.json,ccaa7520a97b4b326c4c924c1db03f1cebf232abf8596dd8bdb5fb366913569c,6464,Yang et al. - 2026 - KGAgent4CTI unlocking the power of LLM in threat intelligence.pdf,0455cf0240bfe0b48e6d277d1435c8face113d5bd69237c999b76844e9da0f1b,23
S099,S099__knowledge-graph-enhanced-pattern-language-for-biodiversity-integration-in-architectural-educ.json,c1208d56428f30fb09f49456491b00c830f7449e259d3acc46dda76828f7bdbd,7137,S099__knowledge-graph-enhanced-pattern-language-for-biodiversity-integration-in-architectural-educ.json,09d0d8d8800167590b41cc9de73b17c72342999403aa5ecefc855a692a77446c,6252,Martinez Otalora et al. - 2025 - Knowledge graph-enhanced pattern language for biodiversity integration in architectural education.pdf,97b47fd560cfe5e609988ba22278c376904417519cae338d05d227a381413431,13
S100,S100__llm-based-natural-language-to-sparql-translation-over-domain-specific-knowledge-graph.json,abba4fbfb27a756ba65f8f94ace1a73f8e22fb18617ea8a7753d6566265315dc,6836,S100__llm-based-natural-language-to-sparql-translation-over-domain-specific-knowledge-graph.json,57c542a39f9919403eb9d8bcaafa7e24110db4ecb8c9c7ff32532f4b143c9d23,6096,Rasheed and Aguado - 2025 - LLM-based natural language to SPARQL translation over domain-specific knowledge graph.pdf,37c7cee390aaafa49e1753ebf00662e8bda07603e6e650bcf5d42adf164d9c22,13
S101,S101__metabot-an-llm-based-multi-agent-framework-for-interactive-analysis-of-mass-spectrometry-met.json,989bbdb88452c23402160d1677a1cb6e74bfd0af73b89044131e37c85693d021,8722,S101__metabot-an-llm-based-multi-agent-framework-for-interactive-analysis-of-mass-spectrometry-met.json,d5473a337457f249b747163ad5970d02fa658b2475f84daca7aabc440126da8e,8555,Bekbergenova et al. - 2025 - MetaboT AI-based agent for natural language-based interaction with metabolomics knowledge graphs.pdf,6cc38479550de01af10aabd71b7608eacbea602a769e5ce40008e1021437f3d8,29
S102,S102__modeling-professional-influence-and-hiring-outcomes-using-multimodal-generative-ai-and-knowl.json,17116d8a9760ff8c3c79aff7e030fd516632c88b607d4d0a40740629672b8203,7035,S102__modeling-professional-influence-and-hiring-outcomes-using-multimodal-generative-ai-and-knowl.json,204bbcc18166b8cbb6bb037d0a9d43450d8f0f810638349992c6dbf8fa524ffd,6277,Venkateshappa - 2023 - Modeling professional influence and hiring outcomes using multimodal generative AI and knowledge-gra.pdf,c1c2d466bc8e0dd60f85015439d88b3929c4d5a83402e5aa5ef1aa7ffe03abe1,10
